IDLink,Title,Headline,Source,Topic,PublishDate,SentimentTitle,SentimentHeadline,Facebook,GooglePlus,LinkedIn
76674,Jihadi John's fellow executioner was on Galloway-led 'Viva ...,"Alexe Kotey, who grew up in Shepherd's Bush in west London, was one of 500 volunteers on the 'Viva Palestine' convoy in 2009, and has now",Jewish News,palestine,2016-02-08 09:55:37,0.0416666666666667,-0.0807991408209728,1,0,0
42193,"Microsoft details Marmalade, cross-platform development tool","Microsoft has provided more details about Marmalade, a new cross-platform SDK that it has created to bring more apps to its unified app environment for Windows 10. The new tool is aimed at game developers, and works in combination with its Visual Studio developer package. Using Marmalade, developers can simultaneously code games for iOS, Android, and Windows using C++. A key attraction for ",MacNN,microsoft,2016-04-14 00:31:00,0,-0.162734703656751,0,0,0
16581,Microsoft releases its first Windows 10 beta build of the year,"Members of the Windows Insider Program got their first new beta build of Microsoft's operating system for 2016, and it's a snoozer when it comes to user-facing features. ",MIS Asia,microsoft,2016-01-13 20:39:00,0.108703294568288,-0.0334656043810253,0,0,0
87004,"White House: Obama, Bush wouldn't keep Lewandowski on",I am confident that neither President Obama nor President Bush would tolerate someone on their staff being accused of physically assaulting a,Politico (blog),obama,2016-03-30 20:35:09,0.422299883208632,0.23540912430932,21,2,0
72811,"Bill Maher Blasts ?Bloodthirsty? GOP, Launches Campaign to Get ...","At the end of the busy week that included President Obama's final State of the Union address and the first GOP debate of 2016, Bill Maher",Daily Beast,obama,2016-01-16 14:44:57,-0.236388888888889,0.075,98,86,0
15409,Fears grow over true state of Chinese economy,"China's economy has been gradually slowing from the double-digit rates it recorded in past decades, due to a variety of factors, some of which",Coffs Coast Advocate,economy,2016-01-10 19:57:21,0.267129228448251,0.125,0,0,0
60368,"'Inclusive' Canadian identity helps economy, combats extremism ...",The message also said such talk could hamper the government's ability to combat “violent extremist narratives” and could hurt the economy by,News1130,economy,2016-06-30 22:00:07,0,-0.157968758289147,-1,0,0
74398,Will: Obama's overreach may finally be curbed,"President Obama often does both simultaneously, using executive authoritarianism to evade the Constitution's separation of powers and",The Detroit News,obama,2016-01-26 04:50:31,0,0.121267812518166,5,0,0
14721,Flooding could cost Scottish economy as much as 700 million,"Analysis by accountants PwC have put the cumulated economic losses from storms Desmond, Eva and Frank at between """"350m and """"700m",The Courier,economy,2016-01-07 11:00:23,0.0661111111111111,-0.204579272096243,2,0,3
36829,Mexican economy likely expanding at a pace close to trend,"The Mexican economy is expected to have expanded at the fastest pace of 0.3% m/m since September 15, according to Societe Generale, and",EconoTimes,economy,2016-03-28 09:47:04,0.0790569415042095,-0.0932753134055796,0,0,0
51379,Hate Windows 10? Microsoft's given you 'Insider' powers anyway,"Microsoft has opened its Feedback Hub to all users of Windows 10. Feedback Hub is an app that lets you send Redmond """""" feedback about",The Register,microsoft,2016-05-24 07:32:10,-0.132582521472478,0.208514414057075,8,2,4
16934,Microsoft has finished rolling out Skype Translator to all Windows users (MSFT)," Microsoft has finished rolling out Skype's much-anticipated real time voice translation service to all of its Windows users, according to a post on the Skype blog . Skype — founded in Estonia in 2003 — can understand Mandarin, English, French, German, Italian, Portuguese, and Spanish, and translate one to another as you video call your Skype contacts. &quot;We launched Skype Translator preview just ",Business Insider,microsoft,2016-01-15 04:17:00,0.0721687836487032,0.17985180478074,105,2,113
7471,Week ahead: FTC chief eyes on-demand economy,who has said that workers in the on-demand economy need a better safety net. The companies frequently classify their workers as independent,The Hill,economy,2015-12-07 11:01:15,0.0883883476483184,-0.0100637165117824,2,1,1
70925,"Guns and poses: Obama weeps, the NRA reloads","The National Rifle Association, reacting with fury and loathing to President Barack Obama's attempts to enforce existing gun regulations,",CBC.ca,obama,2016-01-07 10:44:43,0,-0.150554075352556,594,5,7
43451,Are Supports for US Economy Fading?,The market's outlook for interest rates is too dovish for one of the Federal Reserve's more dovish policy makers. Federal Reserve Bank of,Bloomberg,economy,2016-04-19 06:37:15,0,0.078192905271403,3,0,0
19875,"Border Controls Will Hit Economy, Warn German Business Leaders",German business leaders have warned that the introduction of border controls in reaction to the refugee crisis will hit the country's economy by,Newsweek,economy,2016-01-27 12:20:26,-0.03125,-0.0847089807106866,21,0,4
59357,Australia must be ready to pump cash into the economy if Brexit bites,"While it is clearly early days for markets, commodity prices have also dropped sharply. For the already fragile nature of the domestic economy,",The Guardian,economy,2016-06-27 05:25:04,0,0.0955691064428259,-1,1,4
76662,Rubio Defends Repeated Attack on Obama: 'I'm Going to Keep ...,Rubio Defends Repeated Attack on Obama: 'I'm Going to Keep Saying It'. More. The Republican candidate for president defended his debate,ABC News,obama,2016-02-07 17:05:33,-0.256935059888681,-0.150024799537245,14,0,0
17399,Microsoft Airdrops Fresh 1TB Xbox One Bundle With 'Tom Clancy's ...,"It's the Xbox One Tom Clancy's The Division Bundle featuring a 1TB version of Microsoft's newest generation console, a newly updated",Hot Hardware,microsoft,2016-01-17 17:40:28,-0.0131761569173683,-0.109108945117996,6,19,0
11593,"Xiaoice, Microsoft's Chinese Cortana joins morning TV program","Xiaoice, Microsoft's Chinese version of Cortana, has struck a cord locally, with rumours of some people even having romatic relationships with",WMPoweruser.com,microsoft,2015-12-24 01:20:21,0,-0.0356877174656779,6,3,4
42951,"Riverfest brings crowds, boosts Vicksburg economy","We have had a boost in sales so it's definitely helping the economy in Vicksburg."""""" Tammy Burris, a sales associate with The Dragonfly, agrees.",WAPT Jackson,economy,2016-04-17 03:15:20,0,-0.08930431353897,3,0,0
27490,Shorten's 'taskforce of ideas' to revive economy,"OPPOSITION Leader Bill Shorten flew into Adelaide on Saturday to announce a Labor """"""taskforce for ideas'' to build the South Australian",The Advertiser,economy,2016-02-27 10:02:27,0.0367465459870082,-0.136386181397495,2,0,0
38183,HoloLens expected to star at Microsoft Build,"SAN FRANCISCO - If last year's Microsoft developer conference was laser focused on Windows 10, Build 2016 is about planting the company",NWCN.com,microsoft,2016-03-30 00:52:21,0,0.081251405745824,0,0,0
89740,CNN Parrots Conservative Media Claim That Obama Put Fingers ...,"CNN Parrots Conservative Media Claim That Obama Put """"""Fingers On The Scale"""""" In Clinton Email Investigation",Media Matters for America,obama,2016-04-11 22:06:11,0.125,0.15625,1,0,0
98759,Navy SEAL to Obama: 'Take the handcuffs off',"""""""The reason we weren't allowed to do anything was because the military at that time, because of Barack Obama, had become so politicized and",WND.com,obama,2016-05-28 22:35:28,0.0441941738241592,0.0191366386154936,559,35,2
56009,"From bad economy, Modi govt turned India into 'bright spot'","Allahabad: Crediting the Modi government with making India a """"""bright spot"""""" despite the global economic slowdown, BJP on Sunday expressed",The Shillong Times,economy,2016-06-13 03:20:12,-0.154739173430603,-0.154071294949673,-1,0,0
83593,"Obama, at South by Southwest, Calls for Law Enforcement Access in Encryption Fight","President Obama told an audience of technology enthusiasts he supported efforts to gain protected information from electronic devices, opposing the stance taken by Apple. ",New York Times Finance,obama,2016-03-11 13:18:00,-0.242681335848538,-0.127577590769957,-1,-1,-1
20078,Microsoft defends tablet: Not even Johnny Manziel's head can break it,Microsoft defends tablet: Not even Johnny Manziel's head can break it ,Fox Sports,microsoft,2016-01-26 15:19:00,0.0750265047723485,0.0750265047723485,27,0,0
41265,Canada's sudden economic vigour may be short-lived,"Economists are marking up their forecasts for economic growth, and they expect the Bank of Canada to do the same when it releases its",The Globe and Mail,economy,2016-04-11 10:15:15,0,0.0100998926026217,9,1,9
21038,"Microsoft on Android: Arrow Launcher, Next Lock Screen and ...","Microsoft, of all developers, has made several apps that take advantage of this fact. Even more surprising is that they're actually pretty good!",WinBeta,microsoft,2016-01-31 16:01:29,-0.0104166666666667,0.226086097491676,7,2,4
46185,UK: Fear moves from Brexit to the economy - Danske,Slower growth and falling employment indicate Brexit uncertainties have hit the economy. According to the OECD a Brexit would result in UK,FXStreet,economy,2016-04-29 16:20:18,-0.125,-0.144354651699111,2,0,0
29320,China economy sanguine last year: Official,"Beijing, March 6 (IANS) China's economy had a &quot;sanguine performance&quot; last year, a senior regulator said on Sunday on the sidelines of the annual parliamentary session. Xu Shaoshi, who heads the National Development and Reform Commission, said the economy's speed change, structure optimisation and gear shift were all smooth, Xinhua news agency reported. ",IANS via Yahoo Maktoob News,economy,2016-03-05 21:10:00,0.0935568998979688,0.183569977830105,0,0,0
10914,Cuba economy boosted by eased US sanctions: Moody's,"Tourists from the United States pose in front of the Capitol in Havana, as Moody's raises its forecast for Cuban economic growth due to the loosened US embargo and a surge in tourism ",AFP via Yahoo UK & Ireland Finance,economy,2015-12-10 14:29:00,-0.176776695296637,-0.145064713296415,-1,-1,-1
90303,"Obama opens weeklong trip to Saudi Arabia, Europe next week","WASHINGTON (AP) — President Barack Obama is heading out on a weeklong trip next week that will take him to Saudi Arabia, England and Germany. In Saudi Arabia, Obama plans to meet with King Salman. He’ll also attend a summit with the leaders of six Persian Gulf countries to discuss efforts to counter the Islamic […] ",Seattle Times,obama,2016-04-14 13:22:00,-0.0559986668988149,-0.0901742316044586,0,0,0
41067,Smartsheet announces integrations with Microsoft Office 365 and ...,"Recently, Smartsheet announced integrations with Microsoft Office 365 and Microsoft Azure to further increase productivity of its users.",MSPoweruser.com,microsoft,2016-04-07 00:00:00,0,0,-1,-1,-1
18973,"Microsoft's Android home screen app gets performance boost, new ...","Yes, Microsoft has a home screen app for Android and it's called Arrow Launcher. This app was added to the collection of Microsoft Garage",WinBeta,microsoft,2016-01-23 19:10:29,0.170138888888889,0.0510310363079829,7,5,1
2027,Boston Fed chief queries pace of interest rate rise,"Speaking in his office in Boston, Mr Rosengren set out a positive assessment of the US economy, in part founded on October's strong jobs data,",Financial Times,economy,2015-11-15 14:40:13,-0.00458333333333333,0.108583333333333,22,1,6
38823,"The Gig Economy Is Growing, and It Is Terrifying","The Gig Economy Is Growing, and It Is Terrifying Photo: AP. In America, we have created a system in which most workers receive necessary",Gawker,economy,2016-03-31 14:39:11,-0.208333333333333,-0.17860862707794,137,5,2
51377,"We don't have a V-shape economy, uptick just begun: Nilesh Shah","In the midst of turmoil, companies that can beat global and regulatory setbacks will create wealth for investors and outperform their peers, says",Moneycontrol.com,economy,2016-05-24 06:40:07,0.219513383598139,-0.0747176650371184,5,0,0
31731,"China's Premier Li says confident in economy, vows no hard landing","China's Premier Li Keqiang defended the government's economic policies on Wednesday, vowing there would be no mass layoffs and no hard landing for the world's second-largest economy even as the government presses ahead with painful reforms. While conceding that downward pressure is increasing, Li and other top officials at the annual meeting of parliament this month have repeatedly tried to ",Reuters via Yahoo! Finance,economy,2016-03-16 01:30:00,-0.143512733951874,-0.10989015632506,0,0,0
62930,Obama calls ISIS 'killers with good social media',"U.S. President Barack Obama toughened his rhetoric against ISIS at a weekend press conference in Malaysia that concluded his nine-day trip abroad. The group responsible for the Paris terror attacks is &quot;a bunch of killers with good social media,&quot; he sa ",WGAL 8 Susquehanna Valley,obama,2015-11-22 06:33:00,0.0138106793200498,-0.116332471746083,1,0,0
18199,LanzaTech Wins Major Circular Economy Award at the World Economic Forum Annual Meeting,"LanzaTech has won the Young Global Leader Award for Circular Economy Entrepreneur as part of the 2016 Circulars Awards program, organized by the World Economic Forum's Young Global Leaders in collaboration ",Marketwired via Yahoo! Finance,economy,2016-01-20 06:02:00,-0.0346687622640768,-0.159752412605673,0,0,7
83183,Obama's criticism of British PM: Blow to 'special relationship'?,"President Obama has publicly criticized British Prime Minister David Cameron, heaping blame for Libya’s chaos at the prime minister’s feet, while also lamenting his failure to secure parliamentary approval for airstrikes in Syria. The comments, made during a sweeping interview in The Atlantic that considers President Obama’s navigation through the world of foreign policy, are seen as unusual for ",Christian Science Monitor via Yahoo! News,obama,2016-03-11 08:07:00,0,0.100872496705881,0,0,0
9260,Race begins to build a low-carbon economy,"The Paris deal on climate change exceeded expectations. Now innovation must rise to it, as your leader says. Sir, Your leader (""""""Global",The Times (subscription),economy,2015-12-14 20:56:19,-0.0441941738241592,0.0612507891363306,37,0,0
14870,"Beyond the markets, China's real economy is what matters","But financial markets are one thing, the global &quot;real economy&quot; quite another, especially when it comes to China. Its markets are structured in a",Marketplace.org,economy,2016-01-07 23:20:19,0.0625,-0.024514516892273,3,0,2
98332,Japan makes Obama into a cardboard superhero,"A network of health-related non-governmental organizations produced these superhero-esque cardboard cutouts of Obama, German",New York Post,obama,2016-05-25 19:30:28,-0.0944911182523068,-0.0606339062590832,35,1,1
94219,Now Tony Blair says Britons MUST LISTEN to Obama's Brexit ...,"Obama sparked widespread anger last month when he said the UK But Blair dismissed claims Obama should say out of the EU debate,",Express.co.uk,obama,2016-05-04 01:01:11,0.0395284707521047,-0.105705223792823,359,1,0
72528,Detroit and Silicon Valley are both in love with Obama's self-driving ...,Both legacy automakers and disruptive technology companies were quick to praise the Obama administration Thursday for its proposal to,The Verge,obama,2016-01-14 23:04:47,0.0661547183446447,0.0573539334676404,117,17,53
90999,Supreme Court Appears Divided Over Obama's Immigration Action,Supreme Court Appears Divided Over Obama's Immigration Action. More. The nation's highest court will decide whether millions of,ABC News,obama,2016-04-18 22:15:11,0.309359216769115,0.296100964621867,2,0,0
11328,US consumers lend economy a boost in November,The release of the figures more than 12 hours ahead of schedule by the department's Bureau of Economic Analysis marked a rare instance of,Reuters,economy,2015-12-23 04:20:15,0.0883883476483184,-0.382928033315232,2,0,3
6864,Vladivostok free port to receive $918 mln worth of investment,It provides for establishing of a new special economic zone embracing 15 municipalities in the south of Primorsky Krai. Experts believe that the,TASS,economy,2015-12-04 10:36:19,0.15625,-0.0355334527259349,2,0,0
8832,Microsoft: 3 Important Points in 1 Simple Slideshow,"Crowds gather at the new Microsoft flagship store in New York City to celebrate the grand opening on Oct. 26, 2015. Image source: Microsoft.",Motley Fool,microsoft,2015-12-12 14:18:23,0,-0.0155458855675965,2,0,51
44399,Vanguard's McNabb Sees Continued Muted Growth in US Economy,"The U.S. economy remains in good shape with steady, if unspectacular growth, the head of one of the world's largest investment management",Urban Land,economy,2016-04-22 16:21:24,0,-0.161272867122269,3,0,1
84406,La famille du Palestinien mort  l'ambassade de Palestine  Sofia s ...,"La famille du militant palestinien Omar Nayef, retrouv"""" mort dans de myst""""rieuses circonstances dans la cour de l'ambassade de Palestine """"",L'Orient-Le Jour,palestine,2016-03-16 19:55:19,0,0.109108945117996,1,0,0
50098,Microsoft Nigeria to empower 6000 public school students in FCT,"Microsoft Nigeria, in partnership with the Future Project and The Zariah Elizabeth Foundation (TZE Foundation), is set to empower 6000 public",BusinessDay,microsoft,2016-05-17 09:00:27,0,-0.00670820393249937,0,0,0
54579,"Microsoft's Cortana heading to Xbox One, will take on Apple's Siri in ...","Apple's Siri voice controls debuted on the new Apple TV last fall, and Microsoft's competing Cortana will follow suit, debuting in the living room",AppleInsider (press release) (blog),microsoft,2016-06-06 14:55:13,0.00240562612162334,0.121387715069637,20,3,2
13529,India's cloud policy not compelling: Microsoft Corporation,India's cloud policy not compelling: Microsoft Corporation. Microsoft has criticised the Centre's proposal to empanel a set of cloud service,Financial Express,microsoft,2016-01-02 00:00:00,-0.160438044532563,-0.202364151963731,0,0,0
3576,Microsoft Launches Office Insider Program,"Microsoft announced on Friday the launch of a new program called Office Insider. This gives Office 365 Home, Office 365 Personal and Office 365 University subscribers the ability to opt in to pre-release builds of Office 2016 for Windows. The program was announced alongside new features for PowerPoint, which are exclusive to Office 365 subscribers. These, the company said, are ",WebProNews,microsoft,2015-11-20 14:12:00,0,-0.0222717701593686,0,0,0
82431,"Barack Obama, 54, loses five pounds and lowers cholesterol levels ...",Obama (pictured at a golf club in Martha's Vineyard in August last year) exercises daily and does aerobic fitness as well as resistance training. He is also an avid,Daily Mail,obama,2016-03-09 00:35:05,0,0.112341695395662,18,0,0
89569,Fox News Sunday Hits Obama For Answering Host's Repeated ...,"Also President Obama said, look this is carelessness. I understand that what they're going to be able to say is no crime because there was no",Media Matters for America (blog),obama,2016-04-10 18:06:08,-0.135416666666667,-0.0122572584461366,7,13,0
57603,Dead Rising 4 Is a Timed-Exclusive for Xbox One and Windows 10 PC,"Dead Rising 4 is set to release exclusively for Xbox One and Windows 10 PC in December, but Microsoft has confirmed to GameSpot that the",GameSpot,microsoft,2016-06-18 00:00:00,-0.111560911390287,-0.0944396533666834,126,6,0
52058,France's economy is on the move,Economic growth reached 1.3 per cent last year and grew beyond expectations in the first quarter of this year (more than 2 per cent on a yearly,The Straits Times,economy,2016-05-25 22:20:09,0,-0.165416666666667,2,0,0
19046,"We must add to Indian economy's credibility, says Finance Minister ...","&quot;We must carry on structural reforms, add to the credibility of the Indian economy, concentrate on higher public expenditure and attract higher",Economic Times,economy,2016-01-24 10:23:19,0.0395284707521047,0.0977411315892538,5,0,0
90831,President Obama should speak up for an imprisoned blogger in ...,PRESIDENT OBAMA will have plenty of sticky issues to deal with on his visit this week to Saudi Arabia for a meeting with members of the Gulf,Washington Post (blog),obama,2016-04-18 00:35:09,0.0724688630455255,-0.138323501993348,101,1,0
47209,Microsoft re-releases Windows OLE patch KB 3146706 with little ...,"Details are hazy, but apparently Microsoft released MS 16-044/KB 3146706 on April 12 as a &quot;checked&quot; Important update. Since it was checked,",InfoWorld,microsoft,2016-05-04 12:35:24,-0.1875,0,2,1,3
24257,Shares gain as global economy fears ease; oil rallies,"Traders work on the floor of the New York Stock Exchange (NYSE) February 12, 2016. REUTERS/Brendan McDermid",Yahoo Finance UK,economy,2016-02-12 22:20:25,-0.107638888888889,-0.00585937499999983,18,3,0
81711,Volunteers raise thousands for Palestine,Volunteers for SKT Welfare got out their soapy sponges and raised thousands in a successful charity car wash raising money for Palestine.,Rochdale Online,palestine,2016-03-04 13:29:14,0.0441623425556208,0.186550626811159,26,0,0
12796,Calgary Economic Forecast calls for heavy 'humility' in 2016,"Fashion retailers are always selling us something new, convincing us that the stuff we bought only a year ago is hopelessly outdated.",CBC.ca,economy,2015-12-30 13:40:23,0.132582521472478,-0.188327299447456,106,0,6
36121,Microsoft axes chatbot that learned a little too much online,"OMG! Did you hear about the artificial intelligence program that Microsoft designed to chat like a teenage girl? It was totally yanked offline in less than a day, after it began spouting racist, sexist ",Associated Press via Yahoo! Finance,microsoft,2016-03-24 18:15:00,-0.175216534687163,0.0309650223173975,22,0,8
22801,How well is state economy performing?,"In 2012, the Governor's Council of Economic Advisors, which Brownback leads, agreed on key indicators to monitor the state's economy.",Wichita Eagle,economy,2016-02-07 06:13:28,0,0.0286769667338202,98,0,0
16198,"Used smartphones worth $17bn to global economy, say accountants","Consumers will sell or trade-in 120 million used smartphones around the world in 2016, fuelling a market worth more than $17bn (""""11.7bn),",ComputerWeekly.com,economy,2016-01-13 00:20:20,0.25,0.220945613863942,21,3,23
37197,Microsoft is betting that digital pens are here to stay,"Coincidentally, however, shortly after that article was published, there were signs that Microsoft is undertaking a campaign to promote digital",Ghacks Technology News,microsoft,2016-03-29 08:21:17,-0.0790569415042095,-0.0978279740156158,5,3,3
8937,Angola: Minister Praises Investors Committed to Boost Economy,"Luanda """""" Angolan minister of Trade Rosa Pacavira praised the Angolan and foreign investors committed to boosting the national economy",AllAfrica.com,economy,2015-12-12 14:40:19,0.0883883476483184,0,2,0,0
28178,"Microsoft cuts 50 off Band 2 in the UK, its third 'special offer' in four ...","Microsoft has cut the price of its Band 2 in the UK as part of a 'special offer', although given that this is its third discount in four weeks, such",Neowin,microsoft,2016-03-01 11:38:31,-0.0847458633121879,-0.0555112212042029,6,0,0
66938,Hamas: We'll resist until Palestine is free,"GAZA CITY (Alresalah.ps) -- Spokesperson for the Qassam Brigades, the armed wing of Islamic Resistance Movement (Hamas), Abu Obaida said the",Al-Resalah,palestine,2015-12-14 19:55:47,-0.0826797284707684,-0.0818317088384971,0,0,0
24486,Diana Clement: P2P websites help us all to earn our cut from the sharing economy,"Are you earning your share from the sharing economy?Thanks to websites such as Uber, Airbnb, Tutorly and YourDrive.co.nz , many Kiwis are making relat ",The New Zealand Herald,economy,2016-02-14 14:53:00,0.16484906462585,-0.024514516892273,0,0,0
52361,US Stock Indexes Rose as the US Economy Recovered,"The three US equity indexes that we review in this weekly series rose from May 17 to May 24, 2016, after upbeat new home sales data boosted",Market Realist,economy,2016-05-26 20:40:10,0.208333333333333,0.0978094862569673,1,0,0
37898,What went so wrong with Microsoft's Tay AI?,"By now the world has heard about the rise and fall of Microsoft's Tay, an artificially intelligent bot that lived on Twitter, Kik, and GroupMe.",ReadWrite,microsoft,2016-03-28 21:41:18,0,-0.0678425925925926,62,4,75
24005,Microsoft Lumia 650 Dual SIM (RM-1154) Release Imminent; Device ...,Microsoft Corporation is bound to release the Lumia 650 in two variants. The second variant under model number RM-1154 recently received,Lawyer Herald,microsoft,2016-02-12 01:59:30,-0.057084141189539,-0.0640540306054627,0,0,0
68110,Obama Frees Sharanda Jones and 94 Other Prisoners Serving ...,"FAMMLast Friday, President Obama issued 95 commutations, more than doubling his total so far. Obama has now shortened more sentences",Reason (blog),obama,2015-12-21 12:10:40,0,0.177797193749685,187,1,5
100568,"Suspect caught after flipping truck, hitting house during police chase in Hancock County","NEW PALESTINE, Ind. — A suspect was taken into custody following a high-speed chase that ended in Hancock County Thursday morning. Police took the suspect into custody shortly before 7:50 a.m. at 500 West and U.S. 52 near a CVS store. Police said the truck stopped after crashing through a fence at a nearby home. […] ",FOX 59 Indianapolis,palestine,2016-06-09 05:15:00,-0.0577812704401279,-0.340206908719886,45,0,0
19743,Microsoft Co. (MSFT) Given a $64.00 Price Target at Sanford C ...,Microsoft logo Microsoft Co. (NASDAQ:MSFT) received a $64.00 price objective from research analysts at Sanford C. Bernstein in a research,EMQ,microsoft,2016-01-26 22:14:28,-0.0790569415042095,-0.111803398874989,1,0,0
48265,Empowerment of Bumiputera economy remains on Umno's agenda ...,"Empowerment of Bumiputera economy remains on Umno's agenda, says NajibPUTRAJAYA, May 9 """""" Since its establishment in 1946, the",Malay Mail Online,economy,2016-05-09 15:20:21,0.0441941738241592,0.03125,25,0,0
93293,Dubai fashion project offers Palestinian designs and helps women ...,She would travel back and forth to Palestine until she eventually quit her 30 women in Palestine earn an income by embroidering clothing Ms,The National,palestine,2016-04-29 16:30:19,0,-0.0260643017571343,8,0,1
102491,"Obama Roars Back in Florida, Scott Almost Breaks Even","Headed into election season, President Barack Obama, who carried Florida twice, gets good marks in a new poll of the Sunshine State while",Sunshine State News,obama,2016-06-22 14:40:12,0.153819444444444,0.134122552791921,3,0,0
60712,Massachusetts lawmakers debate fallout of 'gig economy',"BOSTON — From Beacon Hill to Capitol Hill, Massachusetts lawmakers are struggling to come to grips with a rapidly changing economy and",Boston Herald,economy,2016-07-02 15:40:05,0.0472455591261534,-0.136386181397495,-1,0,0
18726,Central Bank: Russian Economy's Dependence on Oil Prices ...,"MOSCOW (Sputnik) """""" The dependence of the Russian economy and the national currency's exchange rate on oil prices is gradually",Sputnik International,economy,2016-01-22 12:08:22,0.176776695296637,-0.0764719112901872,9,0,0
61311,Microsoft's rolling out an intrusive full-screen Windows 10 upgrade nag for final push,"Mere days after Microsoft ended its dirty tricks for Windows 10 upgrade pop-ups , the company is adding a full-screen nag to try and convince you to upgrade to Windows 10 before the free offer ends on July 29. The new notification is similar to the screens you see during a Windows installation or upgrade process, as pictured here. The new Windows 10 upgrade prompt: full-screen edition. To read ",PC World,microsoft,2016-07-05 08:28:00,-0.354430312879745,-0.0674986180068586,-1,5,4
29193,"As World Slows, US Economy Chugs Along",Auto sales and construction data this week suggest the U.S. economy has so far not been materially affected by international growth woes.,Morningstar.com,economy,2016-03-05 04:40:30,-0.0472455591261534,-0.233130699049924,1,0,1
43233,Oil prices slide after freeze deal failure,"It could also impact the broader economy, thus putting demand at risk. &quot;In the near-term, lower oil prices are bound to weigh on investor",Reuters,economy,2016-04-18 12:02:22,-0.0974439656976914,-0.117805872843423,402,33,257
49167,Analyst's view of economy generally positive,A top economic analyst offered a generally positive short-term picture of both U.S. and global economies Thursday as part of a two-day regional,The Columbian,economy,2016-05-13 01:57:19,-0.0765465544619743,-0.17568737106129,1,0,0
73311,Obama touts Australia's contribution to Islamic State fight,"WASHINGTON (AP) — President Barack Obama on Tuesday thanked Australia for its &quot;steadfast&quot; alliance and key contributions in the fight against Islamic State group, as he we welcomed Prime Minister Malcolm Turnbull to the White House for the new leader's first visit to Washington. ",Associated Press via Yahoo! News,obama,2016-01-19 09:19:00,0,0.00414086662499964,10,0,0
61327,Microsoft Makes It Clear There Is No Longer Such A Thing As An ...,"In the wake of E3 where Microsoft MSFT -0.27% talked up Xbox Play Anywhere, it seemed possible that in the future, every Microsoft game",Forbes,microsoft,2016-07-05 17:31:15,-0.256088949009849,0.0439231751833191,-1,8,4
42070,Microsoft now preparing release of new Start Menu design for ...,"If you're an Insider who is eagerly waiting to try out the new Start Menu shown off by Microsoft a few weeks ago, we have some good news for",WinBeta,microsoft,2016-04-13 21:16:24,0.100468196494933,-0.0974578137689632,18,13,1
42272,Microsoft forcing all PC makers to use stronger security,Microsoft has confirmed that it will force all PC makers to use stronger TPM 2.0 (Trusted Platform Module) security on all Windows 10 devices.,TechnoBuffalo,microsoft,2016-04-14 13:22:32,0.17505787037037,0.298518016911111,4,1,1
53063,Microsoft tries to spread Internet,"SAN FRANCISCO """""" Microsoft has joined other tech giants working to deliver the Internet in remote parts of the world, although it's taking a",Fort Wayne Journal Gazette,microsoft,2016-05-31 06:40:12,0.111803398874989,0.130321508785672,0,0,0
9585,China's economic growth rate seen falling until at least 2018,"BEIJING (BLOOMBERG) - China's economy, already in the midst of a half-decade deceleration, won't arrest its downward trajectory until at",The Straits Times,economy,2015-12-16 00:00:17,-0.309027777777778,0,3,0,1
5867,Why Rajan Doesn't Want Credit for Economy,The RBI has time and again been criticised by the government for not cutting rates aggressively to give the economy that much needed thrust. ,NDTV,economy,2015-12-01 01:04:00,-0.186029389059229,-0.304981318379514,0,0,0
32830,Economy: Tough choices face CBN policy committee today Analysts,"By Emeka Anaeto, Economy Editor. LAGOS """""" As the Monetary Policy Committee, MPC, of the Central Bank of Nigeria, CBN, meets today and",Vanguard,economy,2016-03-21 00:40:39,-0.2109375,-0.0266500895444513,42,1,1
72268,"In his final State of the Union, Obama pushes back against bigotry ...",PRESIDENT OBAMA took the biggest stage in politics Tuesday night aiming to calm a fearful nation and offer realistic ways to fix the country's,Washington Post,obama,2016-01-13 05:04:47,0.0360843918243516,-0.0318943976924893,149,16,1
72838,"Sen. Tom Cotton: Mr. Obama, here's why closing Guantanamo is a ...","In his final State of the Union address on Tuesday night, President Obama promised to """"""keep working to shut down the prison at Guantanamo""""""",Fox News,obama,2016-01-15 21:24:59,-0.113066754216661,-0.163884046809908,179,10,0
100812,US Pledges $40bn to Israel as Britain Reviews Aid to Palestine,"The British government has decided to review Palestinian financial aid after it was alleged some of the funds are paying the ‘salaries of terrorists’. This takes place at the time as the US has promised to give Israel the “largest military aid package in history,” RT reported. ",The ,palestine,2016-06-10 12:17:00,0.113066754216661,0.240930473803988,34,0,0
39590,"South Korea economy shows signs of rebound, but downside risks ...","The government acknowledges the fragility of the economic recovery, but it has no plans yet to revise its 2016 GDP forecast of 3.1 per cent, the",The Straits Times,economy,2016-04-04 05:01:18,0,-0.0199871558872934,1,0,0
46991,There's a big reason the US dollar has been getting destroyed,"The broader issue here isn't just that businesses are going to have a tougher time getting loans, but what that means for the US economy.",Business Insider,economy,2016-05-03 15:12:14,0.0266963169678229,-0.127083333333333,39,10,90
26310,Microsoft working with Indian Government to link Skype and Aadhar ...,Global software firm and Technology giant Microsoft announced that it is working actively with the Indian government to leverage the Skype's,WhaTech,microsoft,2016-02-22 22:11:33,0.0790569415042095,0.0545544725589981,1,0,0
